ஒவ்வொரு படிநிலையும் மேலே செல்லச் செல்ல, முன்னையதை விடச் சிக்கலானதாக அமைகின்றது.	ஒவ்வொரு படிநிலைய் உம் மேலே செல்லச் செல்ல , முன்னையதை விடச் சிக்கல் ஆனத் ஆக அமைகின்றோம் .	3sgn	1pl	3	sg	n
ஒவ்வொரு படிநிலையும் மேலே செல்லச் செல்ல, முன்னையதை விடச் சிக்கலானதாக அமைகின்றது.	ஒவ்வொரு படிநிலைய் உம் மேலே செல்லச் செல்ல , முன்னையதை விடச் சிக்கல் ஆனத் ஆக அமைகின்றீர்கள் .	3sgn	2pl	3	sg	n
ஒவ்வொரு படிநிலையும் மேலே செல்லச் செல்ல, முன்னையதை விடச் சிக்கலானதாக அமைகின்றது.	ஒவ்வொரு படிநிலைய் உம் மேலே செல்லச் செல்ல , முன்னையதை விடச் சிக்கல் ஆனத் ஆக அமைகின்றார்கள் .	3sgn	3ple	3	sg	n
ஒவ்வொரு படிநிலையும் மேலே செல்லச் செல்ல, முன்னையதை விடச் சிக்கலானதாக அமைகின்றது.	ஒவ்வொரு படிநிலைய் உம் மேலே செல்லச் செல்ல , முன்னையதை விடச் சிக்கல் ஆனத் ஆக அமைகின்றன .	3sgn	3pln	3	sg	n
ஒவ்வொரு படிநிலையும் மேலே செல்லச் செல்ல, முன்னையதை விடச் சிக்கலானதாக அமைகின்றது.	ஒவ்வொரு படிநிலைய் உம் மேலே செல்லச் செல்ல , முன்னையதை விடச் சிக்கல் ஆனத் ஆக அமைகின்றாள் .	3sgn	3sgf	3	sg	n
ஒவ்வொரு படிநிலையும் மேலே செல்லச் செல்ல, முன்னையதை விடச் சிக்கலானதாக அமைகின்றது.	ஒவ்வொரு படிநிலைய் உம் மேலே செல்லச் செல்ல , முன்னையதை விடச் சிக்கல் ஆனத் ஆக அமைகின்றான் .	3sgn	3sgm	3	sg	n
ஒவ்வொரு படிநிலையும் மேலே செல்லச் செல்ல, முன்னையதை விடச் சிக்கலானதாக அமைகின்றது.	ஒவ்வொரு படிநிலைய் உம் மேலே செல்லச் செல்ல , முன்னையதை விடச் சிக்கல் ஆனத் ஆக அமைகிறன் .	3sgn	1sg	3	sg	n
ஒவ்வொரு படிநிலையும் மேலே செல்லச் செல்ல, முன்னையதை விடச் சிக்கலானதாக அமைகின்றது.	ஒவ்வொரு படிநிலைய் உம் மேலே செல்லச் செல்ல , முன்னையதை விடச் சிக்கல் ஆனத் ஆக அமைகின்றேன் .	3sgn	1sg	3	sg	n
ஒவ்வொரு படிநிலையும் மேலே செல்லச் செல்ல, முன்னையதை விடச் சிக்கலானதாக அமைகின்றது.	ஒவ்வொரு படிநிலைய் உம் மேலே செல்லச் செல்ல , முன்னையதை விடச் சிக்கல் ஆனத் ஆக அமைகின்றன் .	3sgn	1sg	3	sg	n
ஒவ்வொரு படிநிலையும் மேலே செல்லச் செல்ல, முன்னையதை விடச் சிக்கலானதாக அமைகின்றது.	ஒவ்வொரு படிநிலைய் உம் மேலே செல்லச் செல்ல , முன்னையதை விடச் சிக்கல் ஆனத் ஆக அமைகின்றாய் .	3sgn	2sg	3	sg	n
ஒவ்வொரு படிநிலையும் மேலே செல்லச் செல்ல, முன்னையதை விடச் சிக்கலானதாக அமைகின்றது.	ஒவ்வொரு படிநிலைய் உம் மேலே செல்லச் செல்ல , முன்னையதை விடச் சிக்கல் ஆனத் ஆக அமைகின்றீர் .	3sgn	2sgh	3	sg	n
உடலின் பல பாகங்களுக்கும் கடத்தப்படுவதற்கும் உதவுகின்றது.	உடலின் பல பாகங்களுக்க் உம் கடத்தப் படுவுவத்கும் உதவுகிறோம் .	3sgn	1pl	3	sg	n
உடலின் பல பாகங்களுக்கும் கடத்தப்படுவதற்கும் உதவுகின்றது.	உடலின் பல பாகங்களுக்க் உம் கடத்தப் படுவுவத்கும் உதவுகின்றீர்கள் .	3sgn	2pl	3	sg	n
உடலின் பல பாகங்களுக்கும் கடத்தப்படுவதற்கும் உதவுகின்றது.	உடலின் பல பாகங்களுக்க் உம் கடத்தப் படுவுவத்கும் உதவுகிறார்கள் .	3sgn	3ple	3	sg	n
உடலின் பல பாகங்களுக்கும் கடத்தப்படுவதற்கும் உதவுகின்றது.	உடலின் பல பாகங்களுக்க் உம் கடத்தப் படுவுவத்கும் உதவுகின்றன .	3sgn	3pln	3	sg	n
உடலின் பல பாகங்களுக்கும் கடத்தப்படுவதற்கும் உதவுகின்றது.	உடலின் பல பாகங்களுக்க் உம் கடத்தப் படுவுவத்கும் உதவுகிறாள் .	3sgn	3sgf	3	sg	n
உடலின் பல பாகங்களுக்கும் கடத்தப்படுவதற்கும் உதவுகின்றது.	உடலின் பல பாகங்களுக்க் உம் கடத்தப் படுவுவத்கும் உதவுகின்றான் .	3sgn	3sgm	3	sg	n
உடலின் பல பாகங்களுக்கும் கடத்தப்படுவதற்கும் உதவுகின்றது.	உடலின் பல பாகங்களுக்க் உம் கடத்தப் படுவுவத்கும் உதவுகின்றேன் .	3sgn	1sg	3	sg	n
உடலின் பல பாகங்களுக்கும் கடத்தப்படுவதற்கும் உதவுகின்றது.	உடலின் பல பாகங்களுக்க் உம் கடத்தப் படுவுவத்கும் உதவுகிறன் .	3sgn	1sg	3	sg	n
உடலின் பல பாகங்களுக்கும் கடத்தப்படுவதற்கும் உதவுகின்றது.	உடலின் பல பாகங்களுக்க் உம் கடத்தப் படுவுவத்கும் உதவுகின்றன் .	3sgn	1sg	3	sg	n
உடலின் பல பாகங்களுக்கும் கடத்தப்படுவதற்கும் உதவுகின்றது.	உடலின் பல பாகங்களுக்க் உம் கடத்தப் படுவுவத்கும் உதவுகின்றாய் .	3sgn	2sg	3	sg	n
உடலின் பல பாகங்களுக்கும் கடத்தப்படுவதற்கும் உதவுகின்றது.	உடலின் பல பாகங்களுக்க் உம் கடத்தப் படுவுவத்கும் உதவுகின்றீர் .	3sgn	2sgh	3	sg	n
மற்றும் ஐரோப்பாவிற்கு வந்த புதிய பயிர்கள் மக்கள் தொகை அதிகரிப்பிற்கு வழிவகுத்தன.	மற்றும் ஐரோப்பாவிற்கு வந்த புதிய பயிர்கள் மக்கள் தொகை அதிகரிப்பிற்கு வழிவகுத்தன் .	3pln	1sg	3	pl	n
மற்றும் ஐரோப்பாவிற்கு வந்த புதிய பயிர்கள் மக்கள் தொகை அதிகரிப்பிற்கு வழிவகுத்தன.	மற்றும் ஐரோப்பாவிற்கு வந்த புதிய பயிர்கள் மக்கள் தொகை அதிகரிப்பிற்கு வழிவகுத்தாய் .	3pln	2sg	3	pl	n
மற்றும் ஐரோப்பாவிற்கு வந்த புதிய பயிர்கள் மக்கள் தொகை அதிகரிப்பிற்கு வழிவகுத்தன.	மற்றும் ஐரோப்பாவிற்கு வந்த புதிய பயிர்கள் மக்கள் தொகை அதிகரிப்பிற்கு வழிவகுத்தீர் .	3pln	2sgh	3	pl	n
மற்றும் ஐரோப்பாவிற்கு வந்த புதிய பயிர்கள் மக்கள் தொகை அதிகரிப்பிற்கு வழிவகுத்தன.	மற்றும் ஐரோப்பாவிற்கு வந்த புதிய பயிர்கள் மக்கள் தொகை அதிகரிப்பிற்கு வழிவகுத்தர் .	3pln	3sge	3	pl	n
மற்றும் ஐரோப்பாவிற்கு வந்த புதிய பயிர்கள் மக்கள் தொகை அதிகரிப்பிற்கு வழிவகுத்தன.	மற்றும் ஐரோப்பாவிற்கு வந்த புதிய பயிர்கள் மக்கள் தொகை அதிகரிப்பிற்கு வழிவகுத்தாள் .	3pln	3sgf	3	pl	n
மற்றும் ஐரோப்பாவிற்கு வந்த புதிய பயிர்கள் மக்கள் தொகை அதிகரிப்பிற்கு வழிவகுத்தன.	மற்றும் ஐரோப்பாவிற்கு வந்த புதிய பயிர்கள் மக்கள் தொகை அதிகரிப்பிற்கு வழிவகுத்தார்கள் .	3pln	3sghe	3	pl	n
மற்றும் ஐரோப்பாவிற்கு வந்த புதிய பயிர்கள் மக்கள் தொகை அதிகரிப்பிற்கு வழிவகுத்தன.	மற்றும் ஐரோப்பாவிற்கு வந்த புதிய பயிர்கள் மக்கள் தொகை அதிகரிப்பிற்கு வழிவகுத்தான் .	3pln	3sgm	3	pl	n
மற்றும் ஐரோப்பாவிற்கு வந்த புதிய பயிர்கள் மக்கள் தொகை அதிகரிப்பிற்கு வழிவகுத்தன.	மற்றும் ஐரோப்பாவிற்கு வந்த புதிய பயிர்கள் மக்கள் தொகை அதிகரிப்பிற்கு வழிவகுத்தது .	3pln	3sgn	3	pl	n
மற்றும் ஐரோப்பாவிற்கு வந்த புதிய பயிர்கள் மக்கள் தொகை அதிகரிப்பிற்கு வழிவகுத்தன.	மற்றும் ஐரோப்பாவிற்கு வந்த புதிய பயிர்கள் மக்கள் தொகை அதிகரிப்பிற்கு வழிவகுத்தோம் .	3pln	1pl	3	pl	n
மற்றும் ஐரோப்பாவிற்கு வந்த புதிய பயிர்கள் மக்கள் தொகை அதிகரிப்பிற்கு வழிவகுத்தன.	மற்றும் ஐரோப்பாவிற்கு வந்த புதிய பயிர்கள் மக்கள் தொகை அதிகரிப்பிற்கு வழிவகுத்தீர்கள் .	3pln	2pl	3	pl	n
இந்த எண்ணிக்கை இருபதாம் நூற்றாண்டின் இறுதியில் 47 சதவிகிதமாக உயர்ந்தது.	இந்த எண்ணிக்கை இருபதாம் நூற்றாண்டின் இறுதியில் 47 சதவிகித்தம் ஆக உயர்ந்தோம் .	3sgn	1pl	3	sg	n
இந்த எண்ணிக்கை இருபதாம் நூற்றாண்டின் இறுதியில் 47 சதவிகிதமாக உயர்ந்தது.	இந்த எண்ணிக்கை இருபதாம் நூற்றாண்டின் இறுதியில் 47 சதவிகித்தம் ஆக உயர்ந்தீர்கள் .	3sgn	2pl	3	sg	n
இந்த எண்ணிக்கை இருபதாம் நூற்றாண்டின் இறுதியில் 47 சதவிகிதமாக உயர்ந்தது.	இந்த எண்ணிக்கை இருபதாம் நூற்றாண்டின் இறுதியில் 47 சதவிகித்தம் ஆக உயர்ந்தார்கள் .	3sgn	3ple	3	sg	n
இந்த எண்ணிக்கை இருபதாம் நூற்றாண்டின் இறுதியில் 47 சதவிகிதமாக உயர்ந்தது.	இந்த எண்ணிக்கை இருபதாம் நூற்றாண்டின் இறுதியில் 47 சதவிகித்தம் ஆக உயர்ந்தன .	3sgn	3pln	3	sg	n
இந்த எண்ணிக்கை இருபதாம் நூற்றாண்டின் இறுதியில் 47 சதவிகிதமாக உயர்ந்தது.	இந்த எண்ணிக்கை இருபதாம் நூற்றாண்டின் இறுதியில் 47 சதவிகித்தம் ஆக உயர்ந்தாள் .	3sgn	3sgf	3	sg	n
இந்த எண்ணிக்கை இருபதாம் நூற்றாண்டின் இறுதியில் 47 சதவிகிதமாக உயர்ந்தது.	இந்த எண்ணிக்கை இருபதாம் நூற்றாண்டின் இறுதியில் 47 சதவிகித்தம் ஆக உயர்ந்தான் .	3sgn	3sgm	3	sg	n
இந்த எண்ணிக்கை இருபதாம் நூற்றாண்டின் இறுதியில் 47 சதவிகிதமாக உயர்ந்தது.	இந்த எண்ணிக்கை இருபதாம் நூற்றாண்டின் இறுதியில் 47 சதவிகித்தம் ஆக உயர்ந்தன் .	3sgn	1sg	3	sg	n
இந்த எண்ணிக்கை இருபதாம் நூற்றாண்டின் இறுதியில் 47 சதவிகிதமாக உயர்ந்தது.	இந்த எண்ணிக்கை இருபதாம் நூற்றாண்டின் இறுதியில் 47 சதவிகித்தம் ஆக உயர்ந்தாய் .	3sgn	2sg	3	sg	n
இந்த எண்ணிக்கை இருபதாம் நூற்றாண்டின் இறுதியில் 47 சதவிகிதமாக உயர்ந்தது.	இந்த எண்ணிக்கை இருபதாம் நூற்றாண்டின் இறுதியில் 47 சதவிகித்தம் ஆக உயர்ந்தீர் .	3sgn	2sgh	3	sg	n
கட்டாய அம்மைத் தடுப்பூசி குத்துதலின் அறிமுகம், மருத்துவம் மற்றும் சுகாதாரத்தில் ஏற்பட்ட மேம்பாடுகள் ஆகியவற்றுக்குப் பிறகு, மக்கள்தொகைப் பெருக்கம் மிகவும் அதிகரித்தது.	கட்டாய அம்மைத் தடுப்பூசி குத்துதலின் அறிமுகம் , மருத்துவம் மற்றும் சுகாதாரத்தில் ஏற்பட்ட மேம்பாடுகள் ஆகியவற்றுக்குப் பிறகு , மக்கள்தொகைப் பெருக்கம் மிகவும் அதிகரித்தோம் .	3sgn	1pl	3	sg	n
கட்டாய அம்மைத் தடுப்பூசி குத்துதலின் அறிமுகம், மருத்துவம் மற்றும் சுகாதாரத்தில் ஏற்பட்ட மேம்பாடுகள் ஆகியவற்றுக்குப் பிறகு, மக்கள்தொகைப் பெருக்கம் மிகவும் அதிகரித்தது.	கட்டாய அம்மைத் தடுப்பூசி குத்துதலின் அறிமுகம் , மருத்துவம் மற்றும் சுகாதாரத்தில் ஏற்பட்ட மேம்பாடுகள் ஆகியவற்றுக்குப் பிறகு , மக்கள்தொகைப் பெருக்கம் மிகவும் அதிகரித்தீர்கள் .	3sgn	2pl	3	sg	n
கட்டாய அம்மைத் தடுப்பூசி குத்துதலின் அறிமுகம், மருத்துவம் மற்றும் சுகாதாரத்தில் ஏற்பட்ட மேம்பாடுகள் ஆகியவற்றுக்குப் பிறகு, மக்கள்தொகைப் பெருக்கம் மிகவும் அதிகரித்தது.	கட்டாய அம்மைத் தடுப்பூசி குத்துதலின் அறிமுகம் , மருத்துவம் மற்றும் சுகாதாரத்தில் ஏற்பட்ட மேம்பாடுகள் ஆகியவற்றுக்குப் பிறகு , மக்கள்தொகைப் பெருக்கம் மிகவும் அதிகரித்தார்கள் .	3sgn	3ple	3	sg	n
கட்டாய அம்மைத் தடுப்பூசி குத்துதலின் அறிமுகம், மருத்துவம் மற்றும் சுகாதாரத்தில் ஏற்பட்ட மேம்பாடுகள் ஆகியவற்றுக்குப் பிறகு, மக்கள்தொகைப் பெருக்கம் மிகவும் அதிகரித்தது.	கட்டாய அம்மைத் தடுப்பூசி குத்துதலின் அறிமுகம் , மருத்துவம் மற்றும் சுகாதாரத்தில் ஏற்பட்ட மேம்பாடுகள் ஆகியவற்றுக்குப் பிறகு , மக்கள்தொகைப் பெருக்கம் மிகவும் அதிகரித்தன .	3sgn	3pln	3	sg	n
