இயேசுவின் பொதுப் பணிக் காலம் முழுவதும் அவர் அதிகாரத்தோடு போதிப்பதைப் பார்க்கிறோம்.	இயேசுவின் பொதுப் பணிக் காலம் முழுவதும் அவர் அதிகாரத்தோடு போதிப்பதைப் பார்க்கிறன் .	1pl	1sg	1	pl	
இயேசுவின் பொதுப் பணிக் காலம் முழுவதும் அவர் அதிகாரத்தோடு போதிப்பதைப் பார்க்கிறோம்.	இயேசுவின் பொதுப் பணிக் காலம் முழுவதும் அவர் அதிகாரத்தோடு போதிப்பதைப் பார்க்கின்றேன் .	1pl	1sg	1	pl	
இயேசுவின் பொதுப் பணிக் காலம் முழுவதும் அவர் அதிகாரத்தோடு போதிப்பதைப் பார்க்கிறோம்.	இயேசுவின் பொதுப் பணிக் காலம் முழுவதும் அவர் அதிகாரத்தோடு போதிப்பதைப் பார்க்கின்றன் .	1pl	1sg	1	pl	
இயேசுவின் பொதுப் பணிக் காலம் முழுவதும் அவர் அதிகாரத்தோடு போதிப்பதைப் பார்க்கிறோம்.	இயேசுவின் பொதுப் பணிக் காலம் முழுவதும் அவர் அதிகாரத்தோடு போதிப்பதைப் பார்க்கின்றாய் .	1pl	2sg	1	pl	
இயேசுவின் பொதுப் பணிக் காலம் முழுவதும் அவர் அதிகாரத்தோடு போதிப்பதைப் பார்க்கிறோம்.	இயேசுவின் பொதுப் பணிக் காலம் முழுவதும் அவர் அதிகாரத்தோடு போதிப்பதைப் பார்க்கின்றீர் .	1pl	2sgh	1	pl	
இயேசுவின் பொதுப் பணிக் காலம் முழுவதும் அவர் அதிகாரத்தோடு போதிப்பதைப் பார்க்கிறோம்.	இயேசுவின் பொதுப் பணிக் காலம் முழுவதும் அவர் அதிகாரத்தோடு போதிப்பதைப் பார்க்கின்றர் .	1pl	3sge	1	pl	
இயேசுவின் பொதுப் பணிக் காலம் முழுவதும் அவர் அதிகாரத்தோடு போதிப்பதைப் பார்க்கிறோம்.	இயேசுவின் பொதுப் பணிக் காலம் முழுவதும் அவர் அதிகாரத்தோடு போதிப்பதைப் பார்க்கின்றாள் .	1pl	3sgf	1	pl	
இயேசுவின் பொதுப் பணிக் காலம் முழுவதும் அவர் அதிகாரத்தோடு போதிப்பதைப் பார்க்கிறோம்.	இயேசுவின் பொதுப் பணிக் காலம் முழுவதும் அவர் அதிகாரத்தோடு போதிப்பதைப் பார்க்கிறார்கள் .	1pl	3sghe	1	pl	
இயேசுவின் பொதுப் பணிக் காலம் முழுவதும் அவர் அதிகாரத்தோடு போதிப்பதைப் பார்க்கிறோம்.	இயேசுவின் பொதுப் பணிக் காலம் முழுவதும் அவர் அதிகாரத்தோடு போதிப்பதைப் பார்க்கின்றார் .	1pl	3sghe	1	pl	
இயேசுவின் பொதுப் பணிக் காலம் முழுவதும் அவர் அதிகாரத்தோடு போதிப்பதைப் பார்க்கிறோம்.	இயேசுவின் பொதுப் பணிக் காலம் முழுவதும் அவர் அதிகாரத்தோடு போதிப்பதைப் பார்க்கின்றார்கள் .	1pl	3sghe	1	pl	
இயேசுவின் பொதுப் பணிக் காலம் முழுவதும் அவர் அதிகாரத்தோடு போதிப்பதைப் பார்க்கிறோம்.	இயேசுவின் பொதுப் பணிக் காலம் முழுவதும் அவர் அதிகாரத்தோடு போதிப்பதைப் பார்க்கின்றான் .	1pl	3sgm	1	pl	
